credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,Credit_Category,ratio
446,Germany,Male,25,3.0,136202.78,1,1,0,176743.51,0,Bad,0.7706239397418326
805,Germany,Female,26,8.0,42712.87,2,1,1,28861.69,0,Good,1.4799157637685112
670,Germany,Male,31,1.0,142631.54,2,1,1,175894.24,0,Fair,0.8108937506992839
670,France,Male,33,2.0,141204.65,2,1,0,76257.46,0,Fair,1.8516831009057997
524,Germany,Female,25,7.0,131402.21,1,0,0,193668.49,0,Bad,0.6784903935586011
734,Spain,Female,39,3.0,92636.96,2,1,1,125671.29,0,Good,0.7371370183277343
578,Germany,Female,31,5.0,102088.68,4,0,0,187866.21,1,Bad,0.5434116119125414
410,Germany,Female,50,2.0,102278.79,2,1,0,89822.48,0,Bad,1.1386769770774532
620,Germany,Male,35,0.0,76989.97,1,1,1,17242.79,0,Bad,4.465052929369318
850,Germany,Female,39,5.0,114491.82,1,1,0,99689.48,0,Good,1.1484844739886295
749,Germany,Male,54,3.0,144768.94,1,1,0,93336.3,1,Good,1.5510464845938825
445,France,Male,31,7.0,145056.59,1,1,1,175893.53,0,Bad,0.8246840574522554
443,Germany,Male,50,3.0,117206.3,1,1,0,42840.18,1,Bad,2.7358965345150277
637,Germany,Male,41,2.0,138014.4,2,1,0,140298.24,0,Bad,0.9837215349244581
616,Germany,Female,45,6.0,128352.59,3,1,1,144000.59,1,Bad,0.8913337785629906
756,France,Female,23,1.0,112568.31,1,1,1,113408.11,0,Good,0.9925948858507562
850,Germany,Male,41,1.0,176958.46,2,0,1,125806.3,0,Good,1.4065945823062913
703,Germany,Female,38,9.0,99167.54,1,1,0,65720.92,0,Fair,1.5089189256632438
684,Spain,Female,42,3.0,103210.27,1,1,0,31002.03,0,Fair,3.3291455430499233
706,Germany,Female,48,10.0,104478.12,3,0,1,158248.71,1,Fair,0.6602146709442371
580,Spain,Male,61,8.0,125921.37,1,1,1,94677.83,0,Bad,1.3299984801088067
676,Germany,Male,48,3.0,80697.44,1,0,0,101397.86,0,Fair,0.7958495376529643
708,France,Female,44,2.0,161887.81,2,1,0,84870.23,0,Fair,1.907474623316091
809,France,Male,24,7.0,109558.36,1,1,0,183515.13,0,Good,0.5969990594236018
588,France,Male,38,1.0,124271.26,1,1,0,75969.19,0,Bad,1.635811307189138
537,Spain,Male,42,1.0,190569.23,1,0,1,127154.8,0,Bad,1.4987183338733576
769,France,Male,48,2.0,96542.16,2,0,1,197885.72,0,Good,0.4878682504225166
771,Spain,Male,45,0.0,139825.56,1,0,0,170984.97,1,Good,0.8177652105913169
497,Germany,Male,24,6.0,111769.14,2,1,0,55859.27,0,Bad,2.0009058478565867
602,Spain,Male,30,9.0,113672.18,2,0,0,102135.92,0,Bad,1.1129500767212945
543,France,Female,32,7.0,147256.86,1,1,0,112771.95,0,Bad,1.305793328926209
520,Spain,Male,45,7.0,107023.03,1,1,0,32903.93,0,Bad,3.252591103859022
669,France,Male,37,1.0,125529.55,1,1,1,162260.93,0,Fair,0.7736276995330916
537,Germany,Male,48,4.0,131834.8,1,1,0,166476.95,1,Bad,0.7919102314164211
844,Spain,Male,56,5.0,99529.7,1,0,1,157230.06,1,Good,0.6330195383758042
652,France,Male,27,10.0,107303.72,2,0,0,44435.76,0,Fair,2.414805553005057
660,France,Male,33,0.0,72783.42,1,0,0,181051.99,0,Fair,0.4020028722136664
533,Germany,Female,22,10.0,115743.6,1,0,0,43852.05,0,Bad,2.639411384416464
850,France,Male,43,4.0,161256.53,1,1,1,140071.57,0,Good,1.1512438248532517
585,Germany,Female,40,3.0,162261.01,2,1,0,137028.51,0,Bad,1.1841405120729984
754,France,Male,39,3.0,74896.33,1,0,0,34430.16,0,Good,2.1753117034599896
837,Germany,Male,35,0.0,144037.6,1,1,0,145325.32,0,Good,0.9911390527129065
567,France,Female,23,9.0,93522.2,1,0,1,81425.61,0,Bad,1.148560016928335
627,Germany,Male,38,8.0,106922.92,2,0,1,84270.09,0,Bad,1.2688122203263341
505,France,Male,26,8.0,112972.57,1,1,0,145011.62,0,Bad,0.7790587402581945
566,Germany,Female,35,1.0,123042.0,1,1,0,66245.44,1,Bad,1.857365578672283
619,Germany,Female,33,3.0,100488.92,2,0,1,36446.74,0,Bad,2.757144260364576
757,France,Female,44,4.0,123322.15,1,1,0,137136.29,0,Good,0.8992670721951133
621,Spain,Male,42,8.0,68683.68,1,1,1,74157.71,0,Bad,0.9261839396065492
543,Germany,Male,49,6.0,59532.18,1,1,0,104253.56,0,Bad,0.5710325863212729
633,Germany,Male,50,7.0,88302.65,1,1,1,195937.16,0,Bad,0.4506682142376668
501,Germany,Male,40,5.0,114655.58,1,0,0,126535.92,0,Bad,0.9061109288176827
683,France,Female,42,4.0,148283.94,1,1,1,44692.63,1,Fair,3.3178611328086984
725,France,Male,43,2.0,165896.0,2,1,0,130795.52,0,Good,1.268361485164018
791,France,Male,36,6.0,111168.97,1,1,1,189969.91,0,Good,0.5851925181203697
535,France,Male,30,6.0,103804.97,1,1,1,125710.53,0,Bad,0.8257460214351177
506,Germany,Male,59,8.0,119152.1,2,1,1,170679.74,0,Bad,0.6981033601293276
511,Spain,Female,57,8.0,122950.31,1,1,1,181258.76,0,Bad,0.678313754325584
768,Germany,Male,49,1.0,133384.66,1,1,0,102397.22,1,Good,1.3026199344083755
537,Germany,Female,37,7.0,158411.95,4,1,1,117690.58,1,Bad,1.3460036478705433
570,Germany,Male,29,4.0,122028.65,2,1,1,173792.77,0,Bad,0.7021503253558822
659,France,Male,54,8.0,133436.52,1,1,0,56787.8,0,Fair,2.3497392045474554
454,Spain,Male,40,2.0,123177.01,1,1,0,148309.98,0,Bad,0.8305375673302632
720,France,Female,37,2.0,120328.88,2,1,1,138470.21,0,Good,0.8689874883557988
785,France,Female,39,1.0,130147.98,1,1,0,163798.41,1,Good,0.7945619252348054
743,Spain,Female,36,8.0,92716.96,1,1,1,33693.78,0,Good,2.751752994172812
850,France,Male,40,1.0,76914.21,1,1,0,174183.44,0,Good,0.4415701630419057
756,France,Male,34,1.0,103133.26,1,1,1,90059.04,0,Good,1.1451738770477677
752,France,Male,38,0.0,145974.79,2,1,1,137694.23,0,Good,1.0601373056808554
559,Spain,Female,31,1.0,139183.06,1,0,1,143360.56,0,Bad,0.9708601863720399
487,Spain,Male,44,6.0,61691.45,1,1,1,53087.98,0,Bad,1.1620606020421194
646,Germany,Female,35,1.0,121952.75,2,1,1,142839.82,0,Bad,0.8537727784871193
548,France,Female,33,1.0,80107.83,2,0,1,82245.67,0,Bad,0.9740066559127064
613,Germany,Male,40,1.0,147856.82,3,0,0,107961.11,1,Bad,1.3695377900430998
850,Spain,Female,53,7.0,65407.16,2,0,0,182633.63,1,Good,0.3581331652883426
752,France,Female,53,8.0,114233.18,1,1,1,51587.04,0,Good,2.214377487058765
664,Spain,Female,53,7.0,187602.18,1,1,0,186392.99,1,Fair,1.0064873147858189
510,France,Female,22,3.0,156834.34,1,0,0,44374.44,0,Bad,3.5343395882855084
529,France,Male,42,1.0,157498.9,1,1,1,82276.62,0,Bad,1.914260697631964
756,Spain,Male,19,4.0,130274.22,1,1,1,133535.29,0,Good,0.9755789649312926
705,France,Female,39,5.0,149379.66,2,1,0,96075.55,0,Fair,1.5548145183660151
719,Spain,Male,35,1.0,100829.94,1,1,1,165008.97,0,Good,0.611057326156269
793,Germany,Female,32,1.0,96408.98,1,1,1,138191.81,0,Good,0.6976461195493423
651,Germany,Male,41,1.0,90218.11,1,1,0,174337.68,0,Fair,0.5174905964103687
697,France,Female,33,1.0,87347.7,1,1,0,172524.51,0,Fair,0.5062915408367193
643,France,Female,33,0.0,137811.75,1,1,1,184856.89,0,Bad,0.7455050769273462
822,France,Male,37,3.0,105563.0,1,1,0,182624.93,0,Good,0.5780317068430909
672,France,Male,31,6.0,91125.75,1,1,0,177295.92,0,Fair,0.5139754485043987
752,France,Female,36,1.0,86837.95,1,1,1,105280.55,0,Good,0.8248242434143818
613,France,Male,26,4.0,100446.57,1,0,1,149653.81,0,Bad,0.6711928683940623
727,France,Male,35,5.0,136364.46,1,0,0,142754.71,0,Good,0.9552361529787704
794,France,Male,24,10.0,146126.75,1,1,1,88992.05,0,Good,1.642020270349992
636,Spain,Male,52,4.0,111284.53,1,0,1,32936.44,1,Bad,3.378766193310509
741,Spain,Female,42,9.0,121056.63,2,1,0,39122.58,0,Good,3.0942905605918627
687,France,Male,34,5.0,128270.56,1,1,0,191092.62,0,Fair,0.6712481099479405
762,France,Male,32,10.0,191775.65,1,1,0,179657.83,0,Good,1.0674494398602055
561,Spain,Male,34,4.0,85141.79,2,1,1,29217.37,0,Bad,2.9140812468747184
609,France,Male,26,10.0,126392.18,1,0,1,43651.49,0,Bad,2.89548375095558
531,France,Female,53,5.0,127642.44,1,1,0,141501.45,1,Bad,0.902057470082462
587,Germany,Female,44,5.0,125584.17,2,1,1,41852.24,1,Bad,3.000655878872911
683,Spain,Male,56,7.0,50911.21,3,0,0,97629.31,1,Fair,0.5214746473164668
654,France,Male,29,2.0,91955.61,1,1,0,37065.66,0,Fair,2.4808841930779053
670,Germany,Female,36,2.0,84266.44,2,0,0,38614.69,0,Fair,2.182237899617995
655,France,Female,36,2.0,147149.59,1,1,1,87816.86,0,Fair,1.675641670631357
534,France,Female,23,5.0,104822.45,1,0,1,160176.47,0,Bad,0.6544185297628297
635,France,Male,42,1.0,146766.72,2,0,1,164357.1,0,Bad,0.8929746265905154
684,France,Female,41,6.0,135203.81,2,1,1,121967.88,0,Fair,1.1085198004589405
706,Germany,Male,23,2.0,93301.97,2,0,1,127187.04,0,Fair,0.7335807956533936
490,Germany,Male,33,5.0,96341.0,2,0,0,108313.34,0,Bad,0.8894656927761623
796,France,Male,44,8.0,165326.2,1,1,1,57205.55,0,Good,2.890037767314535
779,France,Female,41,10.0,99786.2,1,1,0,86927.53,0,Good,1.1479240236090913
794,Spain,Female,22,4.0,114440.24,1,1,1,107753.07,0,Good,1.062060134342344
748,Spain,Male,36,4.0,141573.55,1,1,0,82158.14,0,Good,1.7231834849231007
464,France,Female,33,10.0,147493.7,2,1,0,100447.53,0,Bad,1.4683656233259297
522,Germany,Female,37,3.0,95022.57,1,1,1,129107.59,0,Bad,0.7359952269266277
669,France,Male,50,4.0,149713.61,3,1,1,124872.42,1,Fair,1.1989325585265345
648,Germany,Female,43,1.0,107963.38,1,0,0,186438.86,1,Bad,0.5790819574846146
571,France,Female,33,9.0,102017.25,2,0,0,128600.49,0,Bad,0.793288190426024
793,Spain,Male,29,8.0,96674.55,2,0,0,192120.66,0,Good,0.5031970533517842
783,Spain,Female,44,3.0,81811.71,1,1,0,164213.53,1,Good,0.49820322357116376
751,Spain,Male,33,4.0,79281.61,1,1,0,117547.76,0,Good,0.6744629587156744
614,Germany,Male,43,8.0,140733.74,1,1,1,166588.76,0,Bad,0.8447973320649003
678,Germany,Male,49,2.0,116933.11,1,1,0,195053.58,1,Fair,0.5994922523339485
562,Spain,Male,41,5.0,165445.04,2,1,0,85787.31,0,Bad,1.9285491059225428
711,Germany,Female,53,5.0,123805.03,1,1,0,102428.51,0,Fair,1.208696973137655
620,France,Male,37,0.0,107548.94,1,1,0,71175.94,0,Bad,1.5110294293268203
437,France,Male,49,9.0,111634.29,2,0,1,166440.32,0,Bad,0.6707166268365742
691,Germany,Female,41,8.0,109153.96,3,1,1,148848.76,1,Fair,0.7333212584370874
765,Germany,Male,34,5.0,86055.17,2,1,1,104220.5,0,Good,0.8257029087367648
707,Germany,Female,51,10.0,98438.23,1,0,0,70778.63,1,Fair,1.3907902710182436
585,France,Female,32,8.0,144705.87,2,0,0,171482.56,0,Bad,0.8438518179341385
605,France,Male,41,5.0,91612.91,1,1,1,28427.84,0,Bad,3.2226475877168297
803,France,Female,32,9.0,192122.84,1,1,1,54277.45,1,Good,3.539643811564471
735,France,Male,41,7.0,179904.0,1,1,1,137180.95,0,Good,1.311435735063797
652,France,Male,30,2.0,176166.56,2,1,1,152210.81,0,Fair,1.1573853394512519
694,France,Male,42,3.0,156864.2,2,0,0,88890.75,0,Fair,1.7646853019014916
523,France,Male,34,2.0,161588.89,1,1,1,51358.66,0,Bad,3.1462832168907835
540,France,Male,48,2.0,109349.29,1,1,0,88703.04,1,Bad,1.2327569607535436
748,France,Male,60,0.0,152335.7,1,1,0,126743.33,1,Good,1.2019228151887758
562,France,Female,51,1.0,124662.54,1,1,1,65390.46,1,Bad,1.9064331402470636
734,Germany,Female,47,10.0,91522.04,2,1,1,138835.91,0,Good,0.6592101423903944
539,Spain,Female,39,6.0,62052.28,1,0,1,59755.14,0,Bad,1.0384425507161392
542,France,Male,32,7.0,107871.72,1,1,0,125302.64,0,Bad,0.8608894433509142
717,France,Female,36,2.0,99472.76,2,1,0,94274.72,1,Fair,1.0551371565993513
682,Spain,Female,50,10.0,128039.01,1,1,1,102260.16,0,Fair,1.2520908435895268
526,Spain,Female,33,8.0,114634.63,2,1,0,110114.38,1,Bad,1.0410504967652727
702,France,Male,26,5.0,56738.47,2,1,1,100442.22,1,Fair,0.5648866582200195
651,Germany,Male,34,2.0,90355.12,2,0,0,193597.94,0,Fair,0.4667152966606979
817,Germany,Male,58,3.0,114327.59,2,1,1,42831.11,0,Good,2.669265167304793
674,Germany,Female,36,6.0,100762.64,1,1,0,182156.86,0,Fair,0.5531641245902021
513,Spain,Male,39,7.0,89039.9,2,1,1,146738.83,0,Bad,0.6067916719793937
627,Germany,Male,30,6.0,112372.96,1,1,1,118029.09,0,Bad,0.9520785087811827
683,France,Female,29,0.0,157829.12,1,0,0,129891.66,0,Fair,1.2150827851457129
670,France,Female,54,2.0,95507.12,1,1,1,63213.31,0,Fair,1.5108704163727544
505,Germany,Male,43,6.0,127146.68,1,0,0,137565.87,0,Bad,0.9242603561479311
577,France,Male,36,3.0,121092.47,2,0,1,143783.46,0,Bad,0.8421863683068971
773,Germany,Male,34,10.0,126979.75,1,0,0,36823.28,0,Good,3.4483552252813983
616,France,Male,37,5.0,144235.73,2,0,0,154957.66,1,Bad,0.9308073573129589
640,Spain,Male,43,9.0,172478.15,1,1,0,191084.4,1,Bad,0.9026281056957031
592,France,Male,36,1.0,126477.42,1,0,0,179718.17,0,Bad,0.7037542169497941
528,Spain,Male,43,7.0,97473.87,2,1,1,159823.16,0,Bad,0.609885763740374
630,France,Male,53,5.0,138053.67,1,0,1,114110.97,0,Bad,1.2098194415488714
529,France,Female,31,2.0,164003.05,2,1,1,60993.23,0,Bad,2.6888730109882686
772,Spain,Female,39,4.0,122486.11,2,1,1,140709.25,0,Good,0.8704908170571587
628,Germany,Female,45,6.0,53667.44,1,1,0,115022.94,0,Bad,0.4665803186738228
629,Spain,Male,34,1.0,121151.05,1,0,0,119357.93,0,Bad,1.0150230487408756
731,Spain,Male,42,9.0,101043.63,1,1,1,192175.52,0,Good,0.5257882481598073
775,Germany,Male,33,3.0,83501.66,2,1,0,128841.31,0,Good,0.6480969496506982
660,Spain,Male,33,2.0,80462.24,1,0,0,150422.35,0,Fair,0.5349088084317257
543,Spain,Female,46,5.0,140355.6,1,1,1,85086.78,0,Bad,1.6495582509997442
689,Germany,Male,45,0.0,130170.82,2,1,0,150856.38,0,Fair,0.8628791172106874
515,France,Male,40,0.0,109542.29,1,1,1,166370.81,0,Bad,0.6584225321737629
782,France,Male,36,1.0,148795.17,2,1,1,195681.43,0,Good,0.7603949439658123
621,Germany,Male,40,8.0,174126.75,3,1,0,172490.78,1,Bad,1.0094843909917968
655,Spain,Female,35,1.0,106405.03,1,1,1,82900.25,0,Fair,1.2835308699310315
681,Spain,Male,30,2.0,128393.29,1,1,1,180593.45,0,Fair,0.7109520860252683
643,Germany,Male,41,2.0,127841.52,1,1,0,172363.41,0,Bad,0.7416975563433098
617,France,Female,24,4.0,137295.19,2,1,1,91195.12,0,Bad,1.5055102729181125
638,Spain,Female,55,2.0,155828.22,1,0,1,108987.25,1,Bad,1.429783942617141
828,Germany,Female,25,7.0,144351.86,1,1,0,116613.26,0,Good,1.2378683178911214
776,Spain,Male,35,8.0,106365.29,1,1,1,148527.56,0,Good,0.7161316728020038
540,Germany,Male,35,7.0,127801.88,1,0,1,84239.46,0,Bad,1.5171260594500486
616,Germany,Female,45,4.0,122793.96,1,1,1,62002.04,0,Bad,1.9804825776700252
628,Germany,Male,38,10.0,113525.84,1,1,0,46044.48,1,Bad,2.4655689455066057
667,Spain,Female,23,6.0,136100.69,2,0,0,169669.33,1,Fair,0.8021525752473945
543,France,Male,30,4.0,140916.81,1,1,0,157711.18,0,Bad,0.8935118613658207
606,France,Male,47,3.0,93578.68,2,0,1,137720.56,1,Bad,0.6794822791891058
493,France,Female,33,8.0,90791.69,1,1,1,59659.53,0,Bad,1.5218304602801933
794,France,Female,62,9.0,123681.32,3,1,0,173586.63,1,Good,0.7125048743673404
554,France,Female,44,6.0,92436.86,1,1,0,126033.9,0,Bad,0.7334285458118808
796,Germany,Female,52,9.0,167194.36,1,1,1,62808.93,1,Good,2.661952050448877
500,Germany,Male,44,9.0,160838.13,2,1,0,196261.64,0,Bad,0.8195087435323581
590,France,Male,43,7.0,81076.8,2,1,1,182627.25,1,Bad,0.4439468918247414
502,Germany,Female,57,3.0,101465.31,1,1,0,43568.31,1,Bad,2.328878719417852
755,Germany,Female,37,0.0,113865.23,2,1,1,117396.25,0,Good,0.9699222079069817
554,Spain,Female,46,7.0,87603.35,3,0,1,96929.24,1,Bad,0.9037866179493412
534,France,Male,36,4.0,120037.96,1,1,0,36275.94,0,Bad,3.309024107990034
575,Germany,Male,49,7.0,121205.15,4,1,1,168080.53,1,Bad,0.7211135638375248
480,Spain,Male,47,8.0,75408.33,1,1,0,25887.89,1,Bad,2.9128805012691266
682,France,Male,50,6.0,121818.84,2,0,1,124151.37,0,Fair,0.9812122089349478
746,Germany,Male,34,6.0,141806.0,2,1,1,183494.87,0,Good,0.7728063460302732
556,France,Female,51,8.0,61354.14,1,1,0,198810.65,1,Bad,0.30860590214860223
823,Germany,Female,53,4.0,124954.94,1,0,1,131259.6,1,Good,0.9519680084351925
555,France,Male,40,10.0,43028.77,1,1,0,170514.21,0,Bad,0.25234712109917407
745,Germany,Female,44,0.0,119638.21,1,1,1,34265.08,1,Good,3.4915491223134456
728,France,Male,37,3.0,122689.51,2,0,0,106977.53,1,Good,1.1468717776527464
681,Germany,Male,37,8.0,73179.34,2,1,1,25292.53,0,Fair,2.89331830386284
478,France,Female,38,4.0,171913.87,1,1,0,51820.87,1,Bad,3.317463986999832
769,Germany,Female,34,7.0,137239.17,1,1,1,71379.92,1,Good,1.922657940776622
684,Germany,Female,46,3.0,102955.14,2,1,0,154137.33,0,Fair,0.667944228695281
536,France,Female,61,8.0,65190.29,1,1,1,64308.49,1,Bad,1.013712030868708
631,Germany,Female,29,2.0,96863.52,2,1,1,31613.35,0,Bad,3.064006819903617
699,Germany,Male,59,3.0,106819.65,1,0,1,163570.25,0,Fair,0.65305060058293
606,Spain,Male,38,7.0,128578.52,1,1,1,193878.51,0,Bad,0.6631911912258868
660,France,Female,38,5.0,110570.78,2,1,0,195906.59,0,Fair,0.5644056180039682
562,France,Male,30,3.0,111099.79,2,0,0,140650.19,0,Bad,0.7899014569407975
784,Spain,Male,38,10.0,122267.85,1,0,0,145759.93,0,Good,0.8388303287467277
703,France,Male,32,1.0,125685.79,1,1,1,56246.72,0,Fair,2.234544343207924
704,Spain,Male,36,8.0,127397.34,1,1,0,151335.24,0,Fair,0.841822036955834
662,France,Male,38,0.0,105271.56,1,0,1,179833.45,0,Fair,0.5853836424758575
636,Germany,Female,28,2.0,115265.14,1,0,0,191627.85,0,Bad,0.6015051570009265
753,Germany,Female,46,3.0,111512.75,3,1,0,159576.75,1,Good,0.6988032404469949
714,France,Male,37,9.0,148466.93,2,0,1,151280.96,0,Fair,0.9813986505638251
577,France,Female,35,4.0,108155.49,1,1,0,105407.79,0,Bad,1.0260673333536356
849,Germany,Male,41,10.0,84622.13,1,1,1,198072.16,0,Good,0.42722879378909184
614,Spain,Female,41,7.0,146997.64,2,0,0,137791.18,0,Bad,1.066814581310647
832,France,Female,27,10.0,98590.25,1,1,0,30912.89,0,Good,3.189292557247155
587,Germany,Female,45,8.0,134980.74,1,1,1,123309.57,1,Bad,1.0946493447345569
676,France,Male,35,5.0,106836.67,2,1,0,84199.78,0,Fair,1.268847377035902
472,France,Male,29,8.0,102490.27,1,0,1,181224.56,0,Bad,0.5655429374473305
644,Germany,Male,34,9.0,112746.54,2,0,0,141230.07,0,Bad,0.7983182335036724
598,France,Male,38,0.0,125487.89,1,0,0,158111.71,0,Bad,0.7936660099368984
792,Spain,Male,25,8.0,142862.21,1,1,1,130639.01,0,Good,1.0935647016920902
743,Spain,Male,35,6.0,79388.33,1,1,1,193360.69,0,Good,0.4105711972790333
610,France,Female,31,6.0,107784.65,1,1,1,141137.53,0,Bad,0.7636852508329995
724,Spain,Female,41,4.0,142880.28,3,0,0,185541.2,1,Good,0.7700730619398818
653,Spain,Female,38,9.0,149571.94,1,1,0,118383.18,0,Fair,1.26345600785517
547,Germany,Male,49,8.0,121537.71,2,1,0,46521.45,1,Bad,2.6125090683974816
543,France,Male,42,4.0,89838.71,3,1,0,85983.54,1,Bad,1.0448361395681083
688,Germany,Male,45,9.0,103399.87,1,0,0,129870.93,0,Fair,0.7961740937714082
505,Germany,Male,43,5.0,136855.94,2,1,0,171070.52,0,Bad,0.7999972175217566
650,Germany,Female,55,2.0,140891.46,3,1,1,179834.45,1,Fair,0.783450890527371
705,Spain,Female,46,5.0,89364.91,1,0,1,139162.15,0,Fair,0.6421639073555562
669,France,Female,29,7.0,146011.4,1,0,0,50249.16,0,Fair,2.905748076186746
550,Germany,Male,29,9.0,145294.08,2,1,0,147484.13,0,Bad,0.9851506056956771
595,Germany,Female,45,9.0,106000.12,1,0,0,191448.96,1,Bad,0.5536729998428824
662,Spain,Male,20,9.0,104508.77,2,0,0,73107.53,0,Fair,1.429521281870691
783,Germany,Female,58,3.0,127539.3,1,1,1,96590.39,1,Good,1.3204139666482348
671,Germany,Male,51,3.0,96891.46,1,1,0,176403.33,1,Fair,0.5492609464912029
600,France,Female,32,1.0,78535.25,1,1,0,64349.6,0,Bad,1.220446591742606
847,Spain,Female,37,9.0,112712.17,1,1,0,116097.26,0,Good,0.970842636596247
650,Spain,Male,55,9.0,119618.42,1,1,1,29861.13,0,Fair,4.005823624223195
682,France,Female,33,8.0,74963.5,1,1,1,32770.56,0,Fair,2.287525754823842
642,France,Male,26,1.0,138023.79,2,0,1,117060.2,0,Bad,1.179083838913653
678,France,Male,60,8.0,185648.56,1,0,0,192156.54,1,Fair,0.9661318839317152
533,Germany,Female,49,1.0,102286.6,3,1,0,69409.37,1,Bad,1.4736713501361562
741,Germany,Male,38,4.0,128015.83,1,1,0,58440.43,0,Good,2.1905353879155234
700,France,Male,37,3.0,77608.46,2,1,1,175373.46,0,Fair,0.44253252459066506
655,France,Male,27,2.0,131691.33,1,1,0,49480.66,0,Fair,2.6614707645370936
721,Spain,Female,46,7.0,137933.39,1,1,1,67976.57,0,Good,2.029131360996885
542,Spain,Male,54,8.0,105770.14,1,0,1,140929.98,1,Bad,0.7505155397027659
588,Germany,Female,42,2.0,164307.77,1,1,0,48498.19,0,Bad,3.3879155077746197
691,Germany,Male,38,9.0,163965.69,2,0,1,103511.26,0,Fair,1.5840372342100755
664,France,Male,40,7.0,125608.72,1,1,0,122073.48,0,Fair,1.028959934622983
479,Spain,Male,37,6.0,118433.94,1,0,1,160060.9,0,Bad,0.7399304889576406
850,France,Female,55,10.0,98488.08,1,1,0,155879.57,1,Good,0.6318216043321135
698,France,Female,51,6.0,144237.91,4,1,0,157143.61,1,Fair,0.9178732116437952
626,France,Female,29,4.0,105767.28,2,0,0,41104.82,0,Bad,2.5731113772058847
485,France,Female,25,3.0,134467.26,1,1,1,113266.09,0,Bad,1.1871802054789744
784,Germany,Male,38,1.0,138515.02,1,1,1,171768.76,0,Good,0.8064040282994416
850,Germany,Male,32,2.0,128647.98,2,0,0,54416.18,0,Good,2.3641494129135854
669,France,Female,38,9.0,121858.98,1,1,0,130755.34,0,Fair,0.9319617845053212
721,France,Female,49,1.0,120108.56,1,0,1,183421.76,0,Good,0.6548217616056022
515,France,Female,37,0.0,196853.62,1,1,1,132770.11,0,Bad,1.4826651872172134
555,Spain,Male,33,5.0,127343.4,1,0,1,121789.3,0,Bad,1.0456041704813148
699,Spain,Female,50,0.0,158633.61,1,1,0,193785.87,0,Fair,0.8186025637472948
608,France,Male,31,7.0,79962.92,2,1,0,60901.72,0,Bad,1.3129829502352315
544,Spain,Male,30,8.0,145241.63,1,1,1,80676.83,0,Bad,1.8002892528127346
651,Germany,Male,31,7.0,138008.06,2,1,0,129912.74,0,Fair,1.0623135190590236
699,Spain,Female,29,9.0,127570.93,2,1,0,164756.81,0,Fair,0.7742983734632881
591,Spain,Female,27,5.0,107812.67,1,0,1,162501.83,1,Bad,0.6634551130901111
760,Germany,Male,34,6.0,121303.77,2,1,1,59325.21,0,Good,2.0447255053964413
569,Spain,Male,43,8.0,161546.68,2,0,1,178187.28,0,Bad,0.906611740187066
661,Spain,Female,35,5.0,128415.45,1,1,0,142626.49,0,Fair,0.9003618472276784
670,France,Female,31,2.0,57530.06,1,1,1,181893.31,1,Fair,0.3162846396054918
728,France,Female,28,4.0,142243.54,2,1,0,33074.51,0,Good,4.300699844079323
764,Germany,Female,39,9.0,138341.51,1,1,0,50072.94,1,Good,2.7627998276114805
826,Spain,Male,41,5.0,146466.46,2,0,0,180934.67,0,Good,0.8094991413199029
696,France,Male,27,4.0,87637.26,2,0,0,196111.35,0,Fair,0.44687500239022365
850,Spain,Male,38,2.0,94652.04,1,1,1,171960.76,0,Good,0.5504281325576834
719,France,Female,22,7.0,114415.84,1,1,1,177497.4,0,Good,0.6446057238021514
604,France,Male,40,1.0,84315.02,1,0,0,36209.1,0,Bad,2.328558842942796
569,France,Male,36,1.0,67087.69,1,1,0,154775.7,0,Bad,0.4334510520708354
597,Germany,Female,22,6.0,101528.61,1,1,0,70529.0,1,Bad,1.439529980575366
753,Germany,Male,30,1.0,110824.52,1,1,1,57896.27,0,Good,1.9141910178324097
756,France,Male,28,8.0,179960.2,1,1,0,89938.08,0,Good,2.0009344206591915
493,France,Male,38,3.0,134006.77,1,1,0,89578.32,0,Bad,1.495973244418962
777,Germany,Female,37,10.0,121532.17,2,1,1,73464.88,0,Good,1.6542893692877467
551,France,Male,35,7.0,129717.3,2,0,0,86937.2,0,Bad,1.4920804902849414
749,Germany,Male,22,4.0,94762.16,2,1,1,42241.54,0,Good,2.243340560026931
742,Germany,Male,55,5.0,155196.17,1,0,1,121207.66,1,Good,1.2804155281935152
752,Germany,Male,29,4.0,129514.99,1,1,1,102930.46,0,Good,1.2582766073327565
740,Germany,Female,57,3.0,113386.36,2,1,1,65121.63,1,Good,1.741147449779743
637,Spain,Male,43,3.0,172196.23,1,1,1,104769.96,0,Bad,1.6435649111634671
724,France,Male,28,5.0,97612.12,1,1,1,96498.14,0,Good,1.011544056704098
685,France,Male,20,4.0,104719.94,2,1,0,38691.34,0,Fair,2.7065472532096333
571,Germany,Male,37,9.0,139592.98,3,1,0,104152.65,1,Bad,1.3402729551288424
550,France,Female,22,7.0,139096.85,1,1,0,129890.94,0,Bad,1.0708741502679093
481,Spain,Male,39,1.0,111233.09,1,1,1,123995.15,0,Bad,0.8970761356391762
751,France,Male,29,10.0,147737.63,1,0,1,94951.27,0,Good,1.555931058110123
733,Germany,Male,40,5.0,125725.02,2,1,1,50783.1,0,Good,2.475725585874041
731,Germany,Female,49,4.0,88826.07,1,1,1,33759.41,1,Good,2.6311499519689474
